filename,width,height,class,xmin,ymin,xmax,ymax
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,102,2,137,174
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,138,0,181,172
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,183,1,229,173
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,230,0,269,172
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,273,0,310,174
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,310,0,348,172
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,351,0,392,172
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,393,0,439,172
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,441,0,494,172
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,497,1,553,173
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,553,1,587,170
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,590,0,617,170
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,428,223,449,407
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,453,222,483,407
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,488,223,514,406
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,518,222,550,406
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,554,223,581,406
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,582,221,615,407
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,370,219,423,408
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,320,220,363,407
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,278,220,318,408
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,231,222,276,408
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,177,222,226,409
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,119,224,171,407
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,30,455,70,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,73,455,115,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,119,455,162,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,164,456,194,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,198,458,231,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,234,453,266,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,272,454,305,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,310,454,345,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,351,452,386,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,391,451,429,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,431,452,467,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,469,451,501,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,503,451,535,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,535,451,575,640
b7b152ea892e5a80ccacc35f9eec5bb8_jpg.rf.023a4d42878d3ac332e627b776c54a9b.jpg,640,640,book,578,450,616,640
b0ae08bb52c0b2204f95b13f02fc101a_jpg.rf.01bfb7f49b70984851493df3d2159453.jpg,640,640,book,55,359,602,406
b0ae08bb52c0b2204f95b13f02fc101a_jpg.rf.01bfb7f49b70984851493df3d2159453.jpg,640,640,book,70,397,622,450
b0ae08bb52c0b2204f95b13f02fc101a_jpg.rf.01bfb7f49b70984851493df3d2159453.jpg,640,640,book,53,463,639,540
b0ae08bb52c0b2204f95b13f02fc101a_jpg.rf.01bfb7f49b70984851493df3d2159453.jpg,640,640,book,48,433,609,483
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,132,372,505,419
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,138,338,492,371
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,132,303,503,339
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,123,499,506,535
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,126,456,499,499
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,133,418,498,456
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,flowers,373,159,558,290
1a06c3e1892f7f096c9d9710a37cf647_jpg.rf.00cf06a8fb8d4da32406a2e6c99fbdf9.jpg,640,640,book,136,272,502,301
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,110,57,526,175
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,98,466,558,615
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,100,424,549,584
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,117,395,548,532
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,81,379,567,498
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,131,361,540,470
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,126,336,527,447
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,110,282,524,421
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,113,247,519,354
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,96,211,506,317
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,95,183,525,258
319ca8f830f034e0b7ca7901ceb31f06_jpg.rf.04d32054852745dbb9d4acb3a36b4486.jpg,640,640,book,103,142,528,230
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,576,14,615,149
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,536,16,575,150
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,495,16,535,150
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,455,16,493,149
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,414,16,454,150
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,377,15,412,149
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,335,14,376,150
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,251,27,275,155
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,275,26,292,155
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,303,15,334,150
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,577,165,625,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,520,164,573,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,466,165,519,333
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,410,164,463,333
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,356,165,409,333
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,312,169,347,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,280,167,310,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,247,167,279,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,201,168,247,331
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,157,168,199,330
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,123,167,155,331
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,88,168,120,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,50,167,87,332
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,19,165,48,330
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,617,345,627,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,594,342,616,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,570,342,593,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,543,343,569,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,530,342,542,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,357,344,397,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,330,344,357,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,314,343,329,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,295,343,313,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,267,343,293,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,240,343,266,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,218,344,239,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,199,344,217,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,136,344,152,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,152,343,167,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,168,343,179,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,181,344,198,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,112,341,128,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,97,340,111,451
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,81,341,97,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,67,341,82,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,27,341,40,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,40,341,51,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,52,340,67,450
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,126,467,153,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,97,466,123,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,70,467,96,637
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,47,467,70,637
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,18,466,47,637
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,162,471,203,640
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,209,471,252,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,456,477,507,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,396,490,454,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,347,491,395,639
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,298,491,346,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,254,491,299,638
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,591,474,627,637
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,551,475,589,637
596fe51a09b62b2e90ff93e48da6bf43_jpg.rf.02a514a23c95b7e8c68ef1fc112d130f.jpg,640,640,book,509,473,548,638
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,0,447,16,597
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,17,452,49,597
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,49,451,89,597
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,97,453,156,598
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,160,452,220,599
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,223,452,276,599
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,283,453,336,600
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,369,547,624,574
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,367,573,623,601
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,candle,454,504,534,544
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,0,355,230,370
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,0,345,226,355
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,0,369,230,390
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,1,390,228,402
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,292,92,520,107
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,290,110,518,132
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,291,135,518,164
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,292,177,517,208
6fdd9008b61981e5a81c234f70021faf_jpg.rf.06631705284b4e72b7bd1386418f3eb9.jpg,640,640,book,293,166,520,174
2e79aa08f0c632af96cf18755df80d48_jpg.rf.07577eb116a7678ca9d079b9f0188ef8.jpg,640,640,book,23,58,116,593
2e79aa08f0c632af96cf18755df80d48_jpg.rf.07577eb116a7678ca9d079b9f0188ef8.jpg,640,640,book,113,60,201,595
2e79aa08f0c632af96cf18755df80d48_jpg.rf.07577eb116a7678ca9d079b9f0188ef8.jpg,640,640,book,203,62,301,594
2e79aa08f0c632af96cf18755df80d48_jpg.rf.07577eb116a7678ca9d079b9f0188ef8.jpg,640,640,book,305,62,411,595
2e79aa08f0c632af96cf18755df80d48_jpg.rf.07577eb116a7678ca9d079b9f0188ef8.jpg,640,640,book,411,63,527,593
2e79aa08f0c632af96cf18755df80d48_jpg.rf.07577eb116a7678ca9d079b9f0188ef8.jpg,640,640,book,522,58,622,601
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,589,37,622,135
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,528,28,571,178
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,571,39,589,179
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,481,50,520,180
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,444,50,481,179
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,400,48,443,178
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,365,48,395,179
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,331,46,365,177
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,298,45,328,177
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,269,43,294,177
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,243,41,267,176
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,219,40,241,175
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,193,40,218,175
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,30,30,57,169
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,149,36,192,174
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,130,35,148,172
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,92,33,131,171
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,56,33,91,171
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,584,256,609,377
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,566,258,582,377
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,502,257,517,379
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,519,257,533,378
7fd113554866576cf858865e13f19526_jpg.rf.00ae49fabad85667c88d843c903dc4a3.jpg,640,640,book,534,255,547,378
